title,url,pageid,source_category,instance_of,wikidata_qid,founded,dissolved,validation
Sequoyah School,https://en.wikipedia.org/wiki/Sequoyah_School,4816610,Alternative schools in the United States,school|independent school|day school,Q7452584,1958,,school
Sixth Street Academy,https://en.wikipedia.org/wiki/Sixth_Street_Academy,25365083,Alternative schools in the United States,high school,Q7533177,,,school
Skyview High School (Alaska),https://en.wikipedia.org/wiki/Skyview_High_School_(Alaska),15487468,Alternative schools in the United States,high school|public school,Q7538088,1989,,school
Soka University of America,https://en.wikipedia.org/wiki/Soka_University_of_America,7195931,Alternative schools in the United States,school|private not-for-profit educational institution|higher education institution,Q11285095,2001,,school
Sonoma Mountain High School,https://en.wikipedia.org/wiki/Sonoma_Mountain_High_School,5453822,Alternative schools in the United States,high school|public school,Q7562184,,,school
Soundview Preparatory School,https://en.wikipedia.org/wiki/Soundview_Preparatory_School,19577305,Alternative schools in the United States,school,Q7565011,1989,,school
Spring Ridge Academy,https://en.wikipedia.org/wiki/Spring_Ridge_Academy,10278281,Alternative schools in the United States,therapeutic boarding school,Q7580662,1996,,school
Steller Secondary School,https://en.wikipedia.org/wiki/Steller_Secondary_School,995206,Alternative schools in the United States,high school|public school,Q7607251,1974,,school
Step Academy,https://en.wikipedia.org/wiki/Step_Academy,11581385,Alternative schools in the United States,high school,Q7607965,,,school
Stonesoup School,https://en.wikipedia.org/wiki/Stonesoup_School,23540077,Alternative schools in the United States,school,Q7619331,1971,,school
SuccessTech Academy,https://en.wikipedia.org/wiki/SuccessTech_Academy,13665799,Alternative schools in the United States,high school|public school,Q7632541,2002,,school
Alan T. Sugiyama High School,https://en.wikipedia.org/wiki/Alan_T._Sugiyama_High_School,59327281,Alternative schools in the United States,high school,Q60761557,1981,,school
Frank M. Tejeda Academy,https://en.wikipedia.org/wiki/Frank_M._Tejeda_Academy,51252537,Alternative schools in the United States,school,Q26258671,,,school
Thomas J. Pappas School,https://en.wikipedia.org/wiki/Thomas_J._Pappas_School,10145386,Alternative schools in the United States,,Q7791125,,,unverified
University High School (New Mexico),https://en.wikipedia.org/wiki/University_High_School_(New_Mexico),30524852,Alternative schools in the United States,high school,Q7894740,,,school
Upland Hills School,https://en.wikipedia.org/wiki/Upland_Hills_School,9682060,Alternative schools in the United States,school,Q7898346,,,school
Utica Alternative Learning Center,https://en.wikipedia.org/wiki/Utica_Alternative_Learning_Center,71198315,Alternative schools in the United States,high school,Q112845027,,,school
Valley Pathways High School,https://en.wikipedia.org/wiki/Valley_Pathways_High_School,39236963,Alternative schools in the United States,high school|public school,Q14680237,,,school
Vistas High School Program,https://en.wikipedia.org/wiki/Vistas_High_School_Program,12584442,Alternative schools in the United States,high school,Q7936486,2006,,school
Walden III Middle and High School,https://en.wikipedia.org/wiki/Walden_III_Middle_and_High_School,10423325,Alternative schools in the United States,high school,Q7961472,1972,,school
Walter Reuther Central High School,https://en.wikipedia.org/wiki/Walter_Reuther_Central_High_School,5144564,Alternative schools in the United States,high school,Q7965951,1924,,school
West Side Academy (Detroit),https://en.wikipedia.org/wiki/West_Side_Academy_(Detroit),32636888,Alternative schools in the United States,high school,Q7989677,,,school
Wheatley Alternative Education Center,https://en.wikipedia.org/wiki/Wheatley_Alternative_Education_Center,51238497,Alternative schools in the United States,school,Q26258649,,,school
Wilson High School (California),https://en.wikipedia.org/wiki/Wilson_High_School_(California),76177135,Alternative schools in the United States,high school,Q124803369,,,school
Yaaḵoosgé Daakahídi Alternative High School,https://en.wikipedia.org/wiki/Yaaḵoosgé_Daakahídi_Alternative_High_School,1799748,Alternative schools in the United States,high school|public school,Q8046338,,,school
Gonzaga College High School,https://en.wikipedia.org/wiki/Gonzaga_College_High_School,1037161,Boys' schools in the United States,high school|Jesuit school,Q5582147,1821,,school
Sacred Heart Apostolic School,https://en.wikipedia.org/wiki/Sacred_Heart_Apostolic_School,37136549,Boys' schools in the United States,school,Q7397103,2005,,school
"St. Albans School (Washington, D.C.)","https://en.wikipedia.org/wiki/St._Albans_School_(Washington,_D.C.)",418583,Boys' schools in the United States,school|educational institution|university-preparatory school,Q7586750,1909,,school
St. Andrew's Schools,https://en.wikipedia.org/wiki/St._Andrew's_Schools,22757991,Boys' schools in the United States,school,Q7586892,1867,,school
St. Anselm's Abbey School,https://en.wikipedia.org/wiki/St._Anselm's_Abbey_School,19552845,Boys' schools in the United States,school,Q7587036,1942,,school
Saint Louis School,https://en.wikipedia.org/wiki/Saint_Louis_School,732520,Boys' schools in the United States,school,Q30220826,1846,,school
Saint Stanislaus College,https://en.wikipedia.org/wiki/Saint_Stanislaus_College,3172419,Boys' schools in the United States,boarding school,Q7402182,1854,,school
Saint Thomas Academy,https://en.wikipedia.org/wiki/Saint_Thomas_Academy,3283904,Boys' schools in the United States,university-preparatory school,Q7402227,1885,,school
Stuart Hall High School,https://en.wikipedia.org/wiki/Stuart_Hall_High_School,9183438,Boys' schools in the United States,high school,Q7626616,2000,,school
Welton Academy,https://en.wikipedia.org/wiki/Welton_Academy,56598787,Boys' schools in the United States,,,,,unverified
Berry College,https://en.wikipedia.org/wiki/Berry_College,796996,DAR schools,college|private not-for-profit educational institution|historic district,Q4894781,1902,,school
Crossnore School Historic District,https://en.wikipedia.org/wiki/Crossnore_School_Historic_District,43536223,DAR schools,historic district,Q17512001,1933,,non_school
Hindman Settlement School,https://en.wikipedia.org/wiki/Hindman_Settlement_School,16589039,DAR schools,museum,Q5766121,1902,,non_school
Kate Duncan Smith DAR School,https://en.wikipedia.org/wiki/Kate_Duncan_Smith_DAR_School,43519319,DAR schools,school building|school,Q18152889,1924,,school
Tamassee DAR School,https://en.wikipedia.org/wiki/Tamassee_DAR_School,41478968,DAR schools,school grounds|nonprofit organization,Q16901117,1919,,school
Academy of Our Lady of Guam,https://en.wikipedia.org/wiki/Academy_of_Our_Lady_of_Guam,8079404,Girls' schools in the United States,private school|Catholic school|high school,Q4671514,1949,,school
Beth Jacob High School of Denver,https://en.wikipedia.org/wiki/Beth_Jacob_High_School_of_Denver,79231832,Girls' schools in the United States,school,Q132853378,,,school
"Immaculate Conception Academy (Davenport, Iowa)","https://en.wikipedia.org/wiki/Immaculate_Conception_Academy_(Davenport,_Iowa)",34409139,Girls' schools in the United States,,Q14689057,,,unverified
International Coalition of Girls' Schools,https://en.wikipedia.org/wiki/International_Coalition_of_Girls'_Schools,3723986,Girls' schools in the United States,organization,Q6971568,,,non_school
Notre Dame High School (Guam),https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Guam),20821176,Girls' schools in the United States,high school|Catholic school,Q7063431,1968,,school
Online School for Girls,https://en.wikipedia.org/wiki/Online_School_for_Girls,36567285,Girls' schools in the United States,school|educational institution,Q7094047,,,school
Wilcox Female Institute,https://en.wikipedia.org/wiki/Wilcox_Female_Institute,19791719,Girls' schools in the United States,building,Q8000320,,,non_school
Arkansas Negro Boys' Industrial School,https://en.wikipedia.org/wiki/Arkansas_Negro_Boys'_Industrial_School,31135996,Industrial schools in the United States,,Q4791833,,,unverified
Barrett Juvenile Correctional Center,https://en.wikipedia.org/wiki/Barrett_Juvenile_Correctional_Center,55540908,Industrial schools in the United States,prison,Q42377147,,,non_school
Bishop Payne Divinity School,https://en.wikipedia.org/wiki/Bishop_Payne_Divinity_School,28518779,Industrial schools in the United States,,Q111942504,,,unverified
Fort Valley High and Industrial School,https://en.wikipedia.org/wiki/Fort_Valley_High_and_Industrial_School,1751942,Industrial schools in the United States,Black school,Q136373390,1890,1939,defunct
Illinois Industrial School for Girls,https://en.wikipedia.org/wiki/Illinois_Industrial_School_for_Girls,60253631,Industrial schools in the United States,school,Q125292370,,,school
Lancaster Industrial School for Girls,https://en.wikipedia.org/wiki/Lancaster_Industrial_School_for_Girls,18560267,Industrial schools in the United States,historic district,Q6483207,,,non_school
Maine Industrial School for Girls,https://en.wikipedia.org/wiki/Maine_Industrial_School_for_Girls,50735039,Industrial schools in the United States,youth detention center|campus,Q24693803,1898,,non_school
Montgomery Industrial School for Girls,https://en.wikipedia.org/wiki/Montgomery_Industrial_School_for_Girls,53196309,Industrial schools in the United States,school,Q29093619,1885,1928,defunct
Mount Meigs Campus,https://en.wikipedia.org/wiki/Mount_Meigs_Campus,21590230,Industrial schools in the United States,fixed construction,Q6922140,1911,,non_school
State Teachers and Agricultural College for Negroes (Georgia),https://en.wikipedia.org/wiki/State_Teachers_and_Agricultural_College_for_Negroes_(Georgia),81185935,Industrial schools in the United States,historically black college or university|secondary school|primary school|vocational school|junior college,Q135496022,1902,1938,defunct
Vermont Industrial School,https://en.wikipedia.org/wiki/Vermont_Industrial_School,65218751,Industrial schools in the United States,,Q104854949,,,unverified
Virginia Home and Industrial School for Girls,https://en.wikipedia.org/wiki/Virginia_Home_and_Industrial_School_for_Girls,67310096,Industrial schools in the United States,building|school,Q106570616,,,school
Wisconsin Industrial School for Girls,https://en.wikipedia.org/wiki/Wisconsin_Industrial_School_for_Girls,54095858,Industrial schools in the United States,vocational school|school building|reform school,Q30013392,1932,,school
"International School (Bellevue, Washington)","https://en.wikipedia.org/wiki/International_School_(Bellevue,_Washington)",1311110,International schools in the United States,high school|school,Q6052851,1991,,school
International School of Indiana,https://en.wikipedia.org/wiki/International_School_of_Indiana,7209474,International schools in the United States,school,Q6052968,1994,,school
Saipan International School,https://en.wikipedia.org/wiki/Saipan_International_School,56302795,International schools in the United States,school,Q48814736,,,school
St. Sava Orthodox School,https://en.wikipedia.org/wiki/St._Sava_Orthodox_School,40820215,International schools in the United States,school,Q17062843,1997,,school
